	question_id	tutor_feedback	label	score	lang	student_answer	reference_answer	question
2911	10.2_TC	The response correctly states the name of the two phases. The Slow start phase's explanation is partially correct because though it mentions that packet loss can occur before ss_thresh is reached, it does not provide details of the changes in the value of ss_thresh and the congestion window. Also, a linear increase of the congestion window happens in phase 2, not 1. The second phase does not state when the threshold and congestion window changes are done.	PARTIAL_CORRECT	0.5	en	Phase 1: Slow Start               In this phase, every time the segment is acknowledged, cnwd plus one until it reaches ss_thresh or packet loses, but when cnwd is not smaller than ss_thresh, cnwd will increase much slower.  Phase 2: Congestion Avoidance              In this phase, the new ss_thresh is half of the cnwd, and cnwd will be reset to one, then slow start starts.	Slow start (cwnd less than ss_thresh):  In the slow start phase, cwnd is incremented by one every time a segment is acknowledged. This results in an exponential growth as cwnd is essentially doubled after each Round Trip Time (RTT). This is done until either a packet is lost or ss_thresh is reached. When cwnd >= ss_thresh, the congestion avoidance phase is entered.  After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.   Congestion Avoidance (cwnd >= ss_thresh)::  In the congestion avoidance phase, cwnd is incremented more slowly. There are different incrementation strategies, but they usually grow linearly, e.g. only increment cwnd by 1 after all sent segments have been acknowledged. This is done until a packet is lost. Typically, this means that cwnd less than ss_thresh and the slow start phase is entered again.  After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.	In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences .
2641	8.3_MM	The response correctly identifies the spanning-tree property that makes it appealing for broadcast and multicast. The modification of the link-state algorithm to construct a multicast spanning-tree is not complete as it also needs to explain how link-state packets are expanded with the sender's multicast group information, and used by each node to create a multicast spanning tree.	PARTIAL_CORRECT	0.75	en	There is no loop in spanning tree. Spanning Trees will select the best path with the lowest cost.  All the IS send link state packets periodically to all the others, and the calculates a multicast tree. Finally IS determines the outgoing lines based on the multicast tree, on the outgoing lines packets have to be transmitted.	Property: There is a single unique path between every pair of nodes in the tree. Alternatively, you can say that spanning trees are subnets of a network that do not contain loops but contain all nodes. This means that no unnecessary duplicates are distributed in the network when forwarding packets using that tree structure.  Spanning Tree with Link State Routing: Each intermediate system knows which multicast groups it belongs to, but initially doesn’t know which other IS belong to the groups. Therefore, you can add multicast group information to the link state packet and each node can construct multicast trees once the full network topology and group information are distributed in the whole network, as each node then has the complete state information stored locally (e.g. with Prim or Kruskal)	WHICH PROPERTY of spanning trees makes them appealing for broad- and multicasting? EXPLAIN how you can modify Link State Routing to construct a spanning tree for multicasting.
398	4	Bitte fertige zusätzlich noch ein Bild von außen an.	PARTIAL_CORRECT	0.5	de	im Auftrag vermerken	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
584	7	Korrekt!	CORRECT	1.0	de	Ich tanke und kaufe etwas im Shop. Solange der Preis nicht mehr als 16,50€ beträgt übernehmt der Auftraggeber den Betrag. Bei mehr Geld übernehme ich diesen.	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
948	6	Korrekt!	CORRECT	1.0	de	Während der Öffnungszeit egal welche Tageszeit.	Es gibt für den Check keine zeitliche Einschränkung (0.5 P), zu welcher Uhrzeit oder an welchem Wochentag der Check durchgeführt werden kann. Die einzige Nebenbedingung ist, dass der Shop geöffnet sein muss (0.5 P), da die Bewertung der Warenpräsentation ein Teil des Jobs ist.	Frage 6: Zu welcher Tageszeit darf ich den Check durchführen?
704	7	Korrekt!	CORRECT	1.0	de	Ich muss tanken und was kaufen appJobber bezahlt mir 16,50 vom Betrag	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
431	4	Sollten die Sanitäranlagen nicht zugänglich sein, fertige bitte entsprechende Bilder von außen an und beantworte die Frage mit der passenden Begründung.	INCORRECT	0.0	de	Fragen die Mitarbeiter und bieten das du aufs Personal Toilette	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
292	4	Korrekt!	CORRECT	1.0	de	Foto von der verschlossenen Tür machen	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
145	8	Korrekt!	CORRECT	1.0	de	Ich achte darauf ob der Shop gut sortiert, sauber und ausreichend bestückt ist.	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
323	4	Korrekt!	CORRECT	1.0	de	Außenaufnahme anfertigen und Vermerk eintragen	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
2115	10.1_TC	The response correctly identifies four differences between TCP and UDP headers.	CORRECT	1	en	The TCP header has some additional data fields for: Acknowledgment Number, Flags, Advertised Win. or Urgent Pointers. It needs more information in the header to include more Features than UDP.	Possible Differences : The UPD header (8 bytes) is much shorter than the TCP header (20-60 bytes) The UDP header has a fixed length while the TCP header has a variable length Fields contained in the TCP header and not the UDP header : -Sequence number -Acknowledgment number -Reserved -Flags/Control bits -Advertised window -Urgent Pointer -Options + Padding if the options are UDP includes the packet length (data + header) while TCP has the header length/data offset (just header) field instead The sender port field is optional in UDP, while the source port in TCP is necessary to establish the connection	State at least 4 of the differences shown in the lecture between the UDP and TCP headers.
1165	3	Alles korrekt. Achte bitte noch darauf, ob du im Laufe des Gesprächs nach deiner Shell Clubsmart Karte gefragt wurdest und ob dir ein zusätzliches Angebot gemacht wurde.	PARTIAL_CORRECT	0.75	de	Ich achte darauf, ob alle Mitarbeiter, die mich bedienten, Shell Arbeitskleidung und ein gut sichtbares Namensschild getragen haben. Ich achte darauf, ob ich von allen Mitarbeitern, die mich im Shop bedienten, begrüßt und verabschiedet wurde. Ich achte darauf, ob sich die Mitarbeiter im Shop, die mich bedienten, um eine persönlichere Begrüßung oder Verabschiedung bemüht haben.	In der Interaktion mit dem Mitarbeiter soll sowohl auf menschliche, als auch auf verkäuferische Aspekte geachtet werden. Menschliche Komponenten beinhalten z.B. die Begrüßung (0.25 P), Verabschiedung (0.25 P), Höflichkeit oder Fokus auf den Kunden. Verkäuferische Aspekte sind z.B. die Nachfrage nach Upselling (Zusatzangebot) (0.25 P) oder einer Kundenkarte (0.25 P).	Frage 3: Worauf sollst du im Kundengespräch mit dem Mitarbeiter achten?
1452	1	Solltest du auf deine Tätigkeit angesprochen werden,  bitte gib dich sofort zu erkennen und halte fest wann genau du angesprochen wurdest. Sollte es das Personal gestatten, kannst du den Check auch gerne noch abschließen.	PARTIAL_CORRECT	0.25	de	Ich zeige das Infoblatt	Der Jobber soll sich in diesem Fall dem Personal gegenüber zu erkennen geben (0.25 P) und das entsprechende Informationsschreiben in der App vorzeigen (0.25 P). Zusätzlich muss notiert werden, zu welchem Zeitpunkt (0.25 P) des Jobs der Jobber enttarnt wurde. Zentrale Frage ist dabei, ob ein neutrales, unvoreingenommenes Verkaufsgespräch stattgefunden hat. Der Job soll mit Erlaubnis der Mitarbeiter bis zum Ende durchgeführt (0.25 P) werden.	Frage 1: Wie reagierst du, wenn du auf deine Tätigkeit angesprochen wirst?
2	8	Korrekt!	CORRECT	1.0	de	Sauberkeit, Ordnung, Preisauszeichnung, keine Lücken in Regalen	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
576	7	Korrekt!	CORRECT	1.0	de	Tanken und Shopeinkauf, Erstattung bis 16,50€	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
2307	2.2_DLL	The response answers the differences correctly.	CORRECT	1	en	Asynchronous transmission sends single bytes which are bounded by a start bit and an end bit.  In comparison synchronous transmission is able to send a block of bytes (Frame). These blocks are defined by SYN or flag.	Asynchronous transmission: Every character a self-contained unit surrounded by a start bit and a stop bit, which is an easy and cheap pattern, but causes low transmission rates.  Synchronous transmission: Several characters pooled to a continuous stream of data (frames), Frames defined by SYN or flag, higher complexity, but higher transmission rates. Requires synchronization between sender and receiver.	What is the difference between asynchronous and synchronous transmission mode in the Data Link Layer.
339	4	Korrekt!	CORRECT	1.0	de	Sind die Sanitäranlagen aktuell geschlossen, fertige ich Fotos der Toiletten von außen an und vermerke dies in der entsprechenden Aufgabe.	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
2898	10.2_TC	The response correctly names two-phase of congestion control. However, the slow start phase is missing details about how ss_thresh changes when a packet is lost. Also, in the congestion avoidance phase, the ss_thresh becomes half of the current cwnd when a packet is lost.	PARTIAL_CORRECT	0.75	en	The two phases of TCP Congestion control are: 1) Slow Start and 2) Congestion Avoidance. In the Slow Start phase the Congestion Window cwnd is doubled each time a segment is acknowledged (rate increases exponentially), i.e. when first one frame is sent, after an acknowledgement two frames are sent and next four. This is done until the Slow Start Threshold ss_thresh is reached or packet loss occurs. Phase 2 is reached after the cwnd is higher than or equal to the ss_thresh. Here, instead of increasing the cwnd exponentially we increase it linearly. If a timeout (congestion/ packet loss) occurs, then the ss_threshold is halved with respect to the timeout level and we repeat the slow start phase (beginning with cwnd = 1) followed by a congestion control phase again.	Slow start (cwnd less than ss_thresh):  In the slow start phase, cwnd is incremented by one every time a segment is acknowledged. This results in an exponential growth as cwnd is essentially doubled after each Round Trip Time (RTT). This is done until either a packet is lost or ss_thresh is reached. When cwnd >= ss_thresh, the congestion avoidance phase is entered.  After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.   Congestion Avoidance (cwnd >= ss_thresh)::  In the congestion avoidance phase, cwnd is incremented more slowly. There are different incrementation strategies, but they usually grow linearly, e.g. only increment cwnd by 1 after all sent segments have been acknowledged. This is done until a packet is lost. Typically, this means that cwnd less than ss_thresh and the slow start phase is entered again.  After a packet is lost / congestion the following adaption is made in both phases: ss_thresh = cwnd / 2. Then cwnd is reset to 1.	In the lecture you have learned about congestion control with TCP. Name the 2 phases of congestion control and explain how the Congestion Window (cwnd) and the Slow Start Threshold (ss_thresh) change in each phase (after initialization, where cwnd = 1 and ss_thresh = advertised window size) in 1-4 sentences .
1746	4.2_LM_v1.0	The response correctly answers all the three parts of the question.	CORRECT	1	en	Combining multiple frames into one sequence to send over the system. This lead to a higher delay as you need a certain amount of frames in order to send, however the throughput is much more efficient compared to the carrier extension, where only small amount of the frame is actual data.	Frame bursting reduces the overhead for transmitting small frames by concatenating a sequence of multiple frames in one single transmission, without ever releasing control of the channel. Advantage :it is more efficient than carrier extension as single frames not filled up with garbage. Disadvantage :need frames waiting for transmission or buffering and delay of frames	"What is ""frame bursting""? Also, give 1 advantage and disadvantage compared to the carrier extension."
925	6	Wichtig ist, dass der Shop geöffnet ist. Die Tankstelle kann auch nachts nur via Nachtschalter geöffnet sein und diese Ergebnisse zählen leider nicht.	PARTIAL_CORRECT	0.5	de	zu den Geschäftszeiten.	Es gibt für den Check keine zeitliche Einschränkung (0.5 P), zu welcher Uhrzeit oder an welchem Wochentag der Check durchgeführt werden kann. Die einzige Nebenbedingung ist, dass der Shop geöffnet sein muss (0.5 P), da die Bewertung der Warenpräsentation ein Teil des Jobs ist.	Frage 6: Zu welcher Tageszeit darf ich den Check durchführen?
265	4	Korrekt!	CORRECT	1.0	de	Foto von außen machen und bei der entsprechenden Aufgabe einen vermerk machen.	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
376	4	Korrekt!	CORRECT	1.0	de	Ich fotografiere die Türe, und notiere ob ein Schild darauf hinweist oder nicht.	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
1878	6.3_IPP	The response answers the definition and the usage of DHCP correctly.	CORRECT	1	en	It is a replacement of RARP (Reverse Addres Resolution Protocol) which gives the possibility to retrieve internet addresses from the knowledge of the hardware addresses. DHCP extends this functionality and simplifies the installation and configuration of end systems and also allows manual and automatic IP address assignment. It can also provide additional configuration information.	The Dynamic Host Configuration Protocol (DHCP) is a network management protocol used in Internet Protocol (IP) networks, whereby a DHCP server dynamically assigns an IP address and other network configuration parameters to each device on the network. Further, DHCP has largely replaced RARP (and BOOTP)   Uses of DHCP are: Simplifies installation and configuration of end systems. Allows for manual and automatic IP address assignment. May provide additional configuration information  (DNS server, netmask, default router, etc.)	What is the “Dynamic Host Configuration Protocol (DHCP)”? What is it used for?
1463	1	Sollte das Personal dies gestatten, kannst du den Check auch gerne noch abschließen. Bitte halte nur in fest, wann genau du auf deine Tätigkeit angesprochen wurdest.	PARTIAL_CORRECT	0.5	de	Ich gebe mich zu erkennen und zeige das Informationsschreiben vor	Der Jobber soll sich in diesem Fall dem Personal gegenüber zu erkennen geben (0.25 P) und das entsprechende Informationsschreiben in der App vorzeigen (0.25 P). Zusätzlich muss notiert werden, zu welchem Zeitpunkt (0.25 P) des Jobs der Jobber enttarnt wurde. Zentrale Frage ist dabei, ob ein neutrales, unvoreingenommenes Verkaufsgespräch stattgefunden hat. Der Job soll mit Erlaubnis der Mitarbeiter bis zum Ende durchgeführt (0.25 P) werden.	Frage 1: Wie reagierst du, wenn du auf deine Tätigkeit angesprochen wirst?
271	4	Korrekt!	CORRECT	1.0	de	Ich fertige eine Foto der Toilettemtpr von außen an.	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
696	7	16,50€ ist nicht der Mindestbetrag. Bis zu diesem Betrag bekommst du deine Ausgaben zurückerstattet nach erfolgreichem Jobabschluss.	PARTIAL_CORRECT	0.75	de	Tanken und im Shop etwas kaufen für mindestens 16.50€. Zunächst wird selbst beszahlt	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
2983	12.2_PE	The response is an empty submission.	INCORRECT	0	en	No submission.	Since we have a buffer size (N) of 10, we will always have less than 10 packets waiting in the queue unless there are exactly 10 packets in the queue. Therefore, we first calculate the probability of the system being full/having 10 packets in the queue. This is also called “blocking probability” or P_B. P_B = ((1 - utilization) * utilization^N) / 1 - utilization^(N+1) = ((1-0.9) * 0.9^10) / (1 - 0.9^11) = 0.0508 Alternatively to the blocking probability, it is also valid to directly calculate P(X less than 10) = (1 -P_B) by summing up the probabilities for 0, 1, …, 9 packets to be in the queue. To calculate the expected time where the system is not blocked in the 60-second observation time-frame, we simply multiply the time frame with P(X less than 10) or the complement of P_B (0.25p) = 60 * (1-P_B) = 56.9512 seconds	Consider a single server queueing system with a buffer of size 10. Let us assume that 9 packets arrive per second and 10 packets are served per second on an average. Assume you monitor the system for exactly one minute after the system reaches equilibrium. How many seconds would you expect the system to be in a state in which there are less than 10 packets waiting in the queue? You need to justify your answer by showing steps involved; calculations, however, need not be included. headers.
244	8	Korrekt!	CORRECT	1.0	de	Begrüßung, sind Lücken in der Waren-Fläche vorhanden, wird die richtige Arbsitskleidung getragen, Sauberkeit & Hygiene, auf das Außengelände achten	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
2822	4.3_LM	The response correctly identifies the fairness issue in DQDB which is due to the location of station.	CORRECT	1	en	The problem with DQDB is that there is a difference in fairness depending on the location, as not everyone has the same access to data.	Depending on your position in the bus station have a disadvantage/advantage when reserving transmission rights.	"Please explain the problem with ""Distributed Queue Dual Buses"" that was discussed in the lecture in 1-3 sentences."
476	4	Korrekt. Nur der Name des Mitarbeiters tut nichts zur Sache.	PARTIAL_CORRECT	0.75	de	Name des Mitarbeiter möglichst angeben, Bild der Sperrung wenn möglich, Angabe bei den Aufgaben	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
1709	4.2_LM_v1.0	The disadvantage given is correct for frame bursting in general. However, if you use it as a substitution for carrier extension, the goal is to reach the minimum frame length/transmission time needed for collisions to be detectable. Therefore, increasing transmission time is not a disadvantage in this case. Apart from that, the answer is correct.	PARTIAL_CORRECT	0.75	en	Frame Bursting enables several short frames to be sent directly one after the other without carrier extension. This reduces the overhead caused by several individual frames and thus allows more efficient use of the network load. The disadvantage of this method is that devices with frame bursting can reserve more transmission time. Devices without frame bursting then get correspondingly less access to the data channel.	Frame bursting reduces the overhead for transmitting small frames by concatenating a sequence of multiple frames in one single transmission, without ever releasing control of the channel. Advantage :it is more efficient than carrier extension as single frames not filled up with garbage. Disadvantage :need frames waiting for transmission or buffering and delay of frames	"What is ""frame bursting""? Also, give 1 advantage and disadvantage compared to the carrier extension."
1736	4.2_LM_v1.0	The response is an empty submission.	INCORRECT	0	en	No response	Frame bursting reduces the overhead for transmitting small frames by concatenating a sequence of multiple frames in one single transmission, without ever releasing control of the channel. Advantage :it is more efficient than carrier extension as single frames not filled up with garbage. Disadvantage :need frames waiting for transmission or buffering and delay of frames	"What is ""frame bursting""? Also, give 1 advantage and disadvantage compared to the carrier extension."
2745	8.1_MM	The response correctly states and describes two challenges of mobile routing.	CORRECT	1	en	Hidden Terminals: Two nodes (A and B) that are out of each other's range can not detect transmissions from either node to a third node (C) which is within their ranges. This can cause A and B to simultaneously attempt to transmit to C. Hence, A and C are “hidden” from each other. This leads to more collisions and reduced efficiency. Exposed Terminals: When two nodes are too close to each other it can interfere with their transmissions. When one node is transmitting, it signals to all other nodes in its vicinity that a medium (destination node) is in use and therefore the other nodes should wait before transmitting themselves. This becomes a problem when the other node in its vicinity has to delay its transmission to an entirely different node outside of the transmitting node's range. This leads to an underutilization of the channels.	Possible Challenges: 1.Adaptation: The network has to handle the dynamic positioning of the nodes/topology changes. Additionally, nodes can leave or join the network anywhere (within signal range) at any time. 2.Security: Interception of packets or injection of faulty packages is easily possible in wireless networks. This may necessitate encryption and authentication. 3.Medium Access Control: Wireless networks feature new possibilities for inference and collisions of the transmitted signals. See the following correct example challenges: i)Hidden Terminal: Nodes’ transmissions may collide at other nodes without them noticing, because they are out of detection range of each other (A and C in this example) and therefore sense the medium to be free even though there is an overlap of the transmission ranges.  ii)Exposed Terminal: Nodes (C in this example) may not realize they could send collision-free, because a node in their detection range (B) is sending and they, therefore, detect the medium as busy, but the sending node (B) is out of the detection range of the destination node (D) so that no collision would occur. iii)Near and Far Terminals: Signal strength decreases proportionally to the square of distance, so closer nodes may drown out the weaker signals of nodes farther away. 4.Quality of Service (QoS): Due to the rapidly changing network topology, imprecise network information, and resource constraints of participating nodes, it is challenging to provide the desired QoS. Additionally, signal quality may also decline due to noise and occlusion. 5.Scalability: Since it is not possible to know the number of participating nodes beforehand, it is vital that routing protocols, etc. are capable of dealing with increasing network sizes and workloads.  6.Heterogeneity: Nodes may have different capabilities, responsibilities, and constraints, e.g. processing capacity, transmission ranges 7.Dependability: Providing consistent, performant, and reliable routing behavior that higher-level services can trust is challenging in such a dynamic environment.  8.Power Consumption: As most mobile devices are battery-powered, power consumption becomes an important optimization factor in routing, etc.	WHAT are the challenges of Mobile Routing compared to routing in fixed and wired networks? Please NAME and DESCRIBE two challenges.
1690	6.2_IPP	The response answers the description, location of extension headers, and advantage correctly.	CORRECT	1	en	Extension headers are header that can be added to a packet for a new functionality. Extension headers are present between fixed header and payload.  Advantages: 1. They allow appending new options without changing fixed header 2. They help in overcoming size limitation on packets.	Extension headers are used to extend the fixed IPv6 header with additional, optional network layer information. If present, they are located between the fixed header/main header and payload/upper-layer header/ transport-layer header.  Main advantage: One of the following advantages are considered fully correct: 1. It allows the appending of new options without changing the header. 2. IPv6 packets with optional headers are typically processed faster/simpler by intermediate devices as most of the options are ignored (except “Hop-by-Hop Extension”) while they are processed by all routers in IPv4 unless ordered otherwise.	What are extension headers in IPv6 and where are they located in a packet? What is the main advantage of extension headers compared to IPv4?
2792	4.3_LM	The response correctly states the fairness problem in DQDB by comparing the reservation of transmission rights for stations located at end on the bus.	CORRECT	1	en	As one bus is used for reservation while the other one is used for transfer it is difficult for the frames in the end to still reserve data. Therefore it is necessary to take care of fairness in terms of ensuring the frames the same access to the data.	Depending on your position in the bus station have a disadvantage/advantage when reserving transmission rights.	"Please explain the problem with ""Distributed Queue Dual Buses"" that was discussed in the lecture in 1-3 sentences."
2963	12.2_PE	The response is an empty submission.	INCORRECT	0	en	No response.	Since we have a buffer size (N) of 10, we will always have less than 10 packets waiting in the queue unless there are exactly 10 packets in the queue. Therefore, we first calculate the probability of the system being full/having 10 packets in the queue. This is also called “blocking probability” or P_B. P_B = ((1 - utilization) * utilization^N) / 1 - utilization^(N+1) = ((1-0.9) * 0.9^10) / (1 - 0.9^11) = 0.0508 Alternatively to the blocking probability, it is also valid to directly calculate P(X less than 10) = (1 -P_B) by summing up the probabilities for 0, 1, …, 9 packets to be in the queue. To calculate the expected time where the system is not blocked in the 60-second observation time-frame, we simply multiply the time frame with P(X less than 10) or the complement of P_B (0.25p) = 60 * (1-P_B) = 56.9512 seconds	Consider a single server queueing system with a buffer of size 10. Let us assume that 9 packets arrive per second and 10 packets are served per second on an average. Assume you monitor the system for exactly one minute after the system reaches equilibrium. How many seconds would you expect the system to be in a state in which there are less than 10 packets waiting in the queue? You need to justify your answer by showing steps involved; calculations, however, need not be included. headers.
1939	6.3_IPP	The response answers the definition and the usage of DHCP correctly.	CORRECT	1	en	The Dynamic Host Configuration Protocol (DHCP) is a network management protocol used on Internet Protocol networks whereby a DHCP server dynamically assigns an IP address and other network configuration parameters to each device on a network so they can communicate with other IP networks. A DHCP server enables computers to request IP addresses and networking parameters automatically from the Internet service provider (ISP), reducing the need for a network administrator or a user to manually assign IP addresses to all network devices.  DHCP is used for: Simplifies installation and configuration of end systems Allows for manual and automatic IP address assignment May provide additional configuration information (DNS server, netmask, default router, etc.)	The Dynamic Host Configuration Protocol (DHCP) is a network management protocol used in Internet Protocol (IP) networks, whereby a DHCP server dynamically assigns an IP address and other network configuration parameters to each device on the network. Further, DHCP has largely replaced RARP (and BOOTP)   Uses of DHCP are: Simplifies installation and configuration of end systems. Allows for manual and automatic IP address assignment. May provide additional configuration information  (DNS server, netmask, default router, etc.)	What is the “Dynamic Host Configuration Protocol (DHCP)”? What is it used for?
